start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1697022671.569601,1697022678.576514,7.00691294670105,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.40545704613234,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5697165,1697022678.5789387,7.0092222690582275,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.39774567058142,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5698864,1697022678.5774696,7.007583141326904,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.403218583710757,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.570035,1697022678.5767655,7.006730556488037,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.406066306936918,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5702007,1697022678.5781484,7.007947683334351,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.40200118645428,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.570569,1697022678.5948453,7.024276256561279,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.347601092256284,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5706992,1697022678.5791173,7.008418083190918,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.400430461381827,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5708787,1697022678.5794733,7.008594512939453,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.39984139433646,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.570977,1697022678.5953128,7.024335861206055,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.347402977374397,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.571115,1697022678.5966003,7.025485277175903,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.34358318745556,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5712779,1697022678.5954382,7.024160385131836,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.347986237208037,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.571427,1697022678.5982568,7.026829719543457,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.339116862882413,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5715878,1697022678.597479,7.025891304016113,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.34223415985029,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5717235,1697022678.5984087,7.0266852378845215,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.339596758339272,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022671.5718288,1697022678.5972455,7.025416612625122,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, either hiking or biking. It's a great way to get some exercise and fresh air, and it'",39,164,23.34381134142017,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,7,7.066257476806641
1697022683.7066624,1697022686.773153,3.066490650177002,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.675616325374204,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7067974,1697022686.7735472,3.0667498111724854,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.67310853610478,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.706954,1697022686.77389,3.0669360160827637,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.671306973084338,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7070954,1697022686.7745292,3.0674338340759277,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.666491576472417,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.707247,1697022686.7757242,3.068477153778076,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.656404607072222,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.707448,1697022686.7756646,3.068216562271118,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.658923401626215,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.707629,1697022686.7758203,3.0681912899017334,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.659167699063023,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7082727,1697022686.779447,3.071174383163452,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.630359154749716,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.708446,1697022686.7762628,3.067816734313965,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.66278884333347,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.708642,1697022686.7788868,3.070244789123535,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.63933049324638,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7088113,1697022686.780195,3.0713837146759033,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.628339684545878,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7089438,1697022686.7805035,3.0715596675872803,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.62664243845889,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7090912,1697022686.779943,3.0708518028259277,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.63347170197466,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7092524,1697022686.7813537,3.072101354598999,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.621418532878522,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.7094133,1697022686.7824543,3.0730409622192383,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.6123615398485,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022683.709512,1697022686.7823813,3.072869300842285,200,Have you ever traveled abroad?,"Have you ever traveled abroad? If so, where did you go and what was your experience like?

",30,91,29.61401579138317,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,8,3.110989570617676
1697022691.866761,1697022698.7531352,6.886374235153198,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.283787929508797,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.8668866,1697022698.751605,6.884718418121338,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.290109341812446,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.8669972,1697022698.7519238,6.8849265575408936,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.289314560916424,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.867156,1697022698.7529883,6.8858323097229,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.28585650342156,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.8672972,1697022698.7534246,6.886127471923828,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.28472980466519,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.8674755,1697022698.7544045,6.886929035186768,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.28167054941803,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.867936,1697022698.7722893,6.904353380203247,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.215344150688853,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.868118,1697022698.7731135,6.904995441436768,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.21290651603068,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
1697022691.8682492,1697022698.754119,6.885869741439819,200,What is your favorite type of cuisine?,"What is your favorite type of cuisine?

I'm just an AI, I don't have personal preferences or taste buds, but I can suggest some popular cuisines from around the world that you might",38,181,26.28571361301315,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16349 MiB,9,6.947879314422607
